Cod. Municipio|Departamento|Municipio|AÑO|Población municipio|Total Hombres|Total Mujeres|% mujeres municipio|% jóvenes municipio
19760|Cauca|Sotará Paispamba|2024|15010|7430|7580|50,49966688874083|24,423717521652232
19780|Cauca|Suárez|2024|34094|17182|16912|49,604035900745|26,21575643808295
19785|Cauca|Sucre|2024|10044|5091|4953|49,313022700119475|24,442453205894065
19807|Cauca|Timbío|2024|38091|18848|19243|50,518495182589064|22,93192617678717
19809|Cauca|Timbiquí|2024|28111|14162|13949|49,6211447476077|26,598128846359074
19821|Cauca|Toribío|2024|37582|18885|18697|49,74988026182747|29,934543132350594
19824|Cauca|Totoró|2024|26580|13249|13331|50,15425131677953|27,720090293453726
19845|Cauca|Villa Rica|2024|22156|10233|11923|53,813865318649576|25,550640909911536
20001|Cesar|Valledupar|2024|567593|277719|289874|51,07074963926617|26,514597607792904
20011|Cesar|Aguachica|2024|128425|62723|65702|51,15982090714425|26,148335604438387
20013|Cesar|Agustín Codazzi|2024|70929|35497|35432|49,95417953164432|25,817366662437085
20032|Cesar|Astrea|2024|23300|11910|11390|48,884120171673814|25,52360515021459
20045|Cesar|Becerril|2024|25208|12706|12502|49,59536655030149|27,138210092034278
20060|Cesar|Bosconia|2024|46856|23556|23300|49,7268226054294|27,590916851630524
20175|Cesar|Chimichagua|2024|39670|19718|19952|50,294933198890845|23,75094529871439
20178|Cesar|Chiriguaná|2024|32291|15963|16328|50,56517295840946|25,24232758353721
20228|Cesar|Curumaní|2024|43557|21618|21939|50,368482677870375|25,881029455655806
20238|Cesar|El Copey|2024|34993|17499|17494|49,992855713999944|25,89660789300717
20250|Cesar|El Paso|2024|43619|21621|21998|50,43215112680254|27,128086384373784
20295|Cesar|Gamarra|2024|17452|8677|8775|50,28077011230805|24,43845977538391
20310|Cesar|González|2024|4889|2573|2316|47,371650644303536|23,031294743301288
20383|Cesar|La Gloria|2024|19962|10279|9683|48,50716361086064|24,767057409077246
20400|Cesar|La Jagua de Ibirico|2024|54368|26940|27428|50,448793407886996|28,15994702766333
20443|Cesar|Manaure Balcón del Cesar|2024|11765|5955|5810|49,38376540586486|26,57033574160646
20517|Cesar|Pailitas|2024|21642|10563|11079|51,192126420848346|25,473616116809904
20550|Cesar|Pelaya|2024|24170|12171|11999|49,644187008688455|25,626810095159286
20570|Cesar|Pueblo Bello|2024|31317|15818|15499|49,49069195644538|27,2886930421177
20614|Cesar|Río de Oro|2024|19557|9897|9660|49,39407884644884|24,119241192411923
20621|Cesar|La Paz|2024|32358|16168|16190|50,03399468446752|26,086284690030286
20710|Cesar|San Alberto|2024|30644|15292|15352|50,09789844667798|25,60697036940347
20750|Cesar|San Diego|2024|22067|11033|11034|50,0022658268002|24,720170390175376
20770|Cesar|San Martín|2024|31062|15798|15264|49,1404288197798|26,66280342540725
20787|Cesar|Tamalameque|2024|17792|8721|9071|50,983588129496404|23,381294964028775
23001|Córdoba|Montería|2024|527456|256374|271082|51,39423951950495|25,04948280046108
23068|Córdoba|Ayapel|2024|49191|24931|24260|49,31796466833364|24,866337338130958
23079|Córdoba|Buenavista|2024|22777|11561|11216|49,24265706633885|24,46766474952803
23090|Córdoba|Canalete|2024|16563|8389|8174|49,35096298979653|23,812111332488076
23162|Córdoba|Cereté|2024|114106|55819|58287|51,08145058103868|23,602615112264036
23168|Córdoba|Chimá|2024|19019|9731|9288|48,83537515116462|22,167306377832695
23182|Córdoba|Chinú|2024|51639|26242|25397|49,181819942291675|22,757992989794534
23189|Córdoba|Ciénaga de Oro|2024|63710|32123|31587|49,579343902056195|23,572437607910846
23300|Córdoba|Cotorra|2024|20538|10269|10269|50,0|23,643977018210148
23350|Córdoba|La Apartada|2024|15806|7931|7875|49,822852081488044|25,38276603821334
23417|Córdoba|Lorica|2024|118451|57901|60550|51,11818389038505|23,36662417370896
23419|Córdoba|Los Córdobas|2024|20339|10322|10017|49,250208958159206|23,890063424947147
23464|Córdoba|Momil|2024|21094|10497|10597|50,237034227742484|24,60415283967005
23466|Córdoba|Montelíbano|2024|86647|42329|44318|51,147760453333646|25,464239962145257
23500|Córdoba|Moñitos|2024|32414|16353|16061|49,54957734312334|24,90898994261739
23555|Córdoba|Planeta Rica|2024|68822|33786|35036|50,908139839004974|23,944378251140623
23570|Córdoba|Pueblo Nuevo|2024|38645|19520|19125|49,48893776685212|24,3343252684694
23574|Córdoba|Puerto Escondido|2024|25717|13221|12496|48,590426566084695|23,820818913559126
23580|Córdoba|Puerto Libertador|2024|45416|23353|22063|48,57979566672538|25,39193235864013
23586|Córdoba|Purísima de La Concepción|2024|18581|9390|9191|49,46450675421129|23,8899951563425
23660|Córdoba|Sahagún|2024|116069|57467|58602|50,488933306912266|23,294764321222722
23670|Córdoba|San Andrés Sotavento|2024|50790|26449|24341|47,92478834416224|26,98759598346131
23672|Córdoba|San Antero|2024|36581|18071|18510|50,60003827123371|24,93370875591154
23675|Córdoba|San Bernardo del Viento|2024|40064|20020|20044|50,02995207667732|23,517372204472846
23678|Córdoba|San Carlos|2024|29214|14896|14318|49,010748271376734|22,694598480180737
23682|Córdoba|San José de Uré|2024|14693|7692|7001|47,64854012114612|26,29823725583611
23686|Córdoba|San Pelayo|2024|55067|27833|27234|49,45611709372219|22,17843717653041
23807|Córdoba|Tierralta|2024|99803|50209|49594|49,69189302926766|25,607446669939783
23815|Córdoba|Tuchín|2024|57021|29502|27519|48,261166938496345|27,91603093597096
23855|Córdoba|Valencia|2024|38545|19190|19355|50,21403554287197|23,476456090284085
25001|Cundinamarca|Agua de Dios|2024|14082|6775|7307|51,88893623064905|17,128248828291436
25019|Cundinamarca|Albán|2024|7737|3989|3748|48,44254879152126|22,502261858601525
25035|Cundinamarca|Anapoima|2024|17713|8767|8946|50,50527860893129|19,420764410320103
25040|Cundinamarca|Anolaima|2024|16554|8504|8050|48,62873021626193|17,30699528814788
25053|Cundinamarca|Arbeláez|2024|12598|6350|6248|49,595173837117|18,550563581520876
25086|Cundinamarca|Beltrán|2024|2129|1114|1015|47,67496477219352|19,398778769375294
25095|Cundinamarca|Bituima|2024|2944|1589|1355|46,025815217391305|14,09646739130435
25099|Cundinamarca|Bojacá|2024|12189|6079|6110|50,12716383624579|25,432767249159077
25120|Cundinamarca|Cabrera|2024|5678|3195|2483|43,73018668545263|23,45896442409299
25123|Cundinamarca|Cachipay|2024|11993|6084|5909|49,27040773784708|18,08554990411073
25126|Cundinamarca|Cajicá|2024|101582|48606|52976|52,150971628831876|22,580772184048357
25148|Cundinamarca|Caparrapí|2024|14809|7761|7048|47,59268012694983|16,942399891957592
25151|Cundinamarca|Cáqueza|2024|20532|10413|10119|49,28404441846873|20,514319111630623
25154|Cundinamarca|Carmen de Carupa|2024|8995|4709|4286|47,64869371873262|21,167315175097276
25168|Cundinamarca|Chaguaní|2024|4959|2721|2238|45,13006654567453|15,970961887477314
25175|Cundinamarca|Chía|2024|163306|79147|84159|51,53454251527807|23,573536795953608
25178|Cundinamarca|Chipaque|2024|11388|5746|5642|49,54337899543379|20,98700386371619
25181|Cundinamarca|Choachí|2024|13112|6485|6627|50,54148871262966|19,61561928004881
25183|Cundinamarca|Chocontá|2024|24929|12451|12478|50,05415379678286|23,89586425448273
25200|Cundinamarca|Cogua|2024|26870|13270|13600|50,61406773353182|22,847041310011164
25214|Cundinamarca|Cota|2024|40316|19867|20449|50,721797797400534|23,71266990772894
25224|Cundinamarca|Cucunubá|2024|9187|4619|4568|49,722433873952326|21,48688363992598
25245|Cundinamarca|El Colegio|2024|29077|14239|14838|51,030023730095955|17,560271004574062
25258|Cundinamarca|El Peñón|2024|5510|2875|2635|47,82214156079855|14,863883847549907
25260|Cundinamarca|El Rosal|2024|26052|13115|12937|49,658375556579145|28,519883310302475
25269|Cundinamarca|Facatativá|2024|171926|83791|88135|51,26333422518991|26,065283901213316
25279|Cundinamarca|Fómeque|2024|14422|7371|7051|48,890583830259324|19,948689502149495
25281|Cundinamarca|Fosca|2024|6858|3499|3359|48,979294254884806|21,055701370662
25286|Cundinamarca|Funza|2024|115217|56326|58891|51,11311698794449|24,190874610517547
25288|Cundinamarca|Fúquene|2024|5844|2851|2993|51,214921286789874|20,088980150581794
25290|Cundinamarca|Fusagasugá|2024|170450|81675|88775|52,08272220592549|20,99501320035201
25293|Cundinamarca|Gachalá|2024|5137|2687|2450|47,69320615145026|18,921549542534553
25295|Cundinamarca|Gachancipá|2024|20749|10397|10352|49,89156103908622|27,630247240830887
25297|Cundinamarca|Gachetá|2024|9891|4887|5004|50,591446769790714|17,935496916388637
25299|Cundinamarca|Gama|2024|3669|1877|1792|48,841646225129466|18,124829653856636
25307|Cundinamarca|Girardot|2024|123329|60225|63104|51,16720317200334|21,038036471551703
25312|Cundinamarca|Granada|2024|8478|4226|4252|50,15333805142722|22,811983958480774
25317|Cundinamarca|Guachetá|2024|16018|8183|7835|48,91372206267949|22,206267948557873
25320|Cundinamarca|Guaduas|2024|37059|20229|16830|45,414069456812115|20,48355325292102
25322|Cundinamarca|Guasca|2024|18569|9273|9296|50,06193117561527|23,738488879314986
25324|Cundinamarca|Guataquí|2024|3440|1785|1655|48,11046511627907|17,819767441860463
25326|Cundinamarca|Guatavita|2024|7605|3800|3805|50,032873109796185|21,446416831032217
25328|Cundinamarca|Guayabal de Síquima|2024|5337|2673|2664|49,915682967959526|17,59415401911186
25335|Cundinamarca|Guayabetal|2024|7542|3916|3626|48,07743304163352|24,31715725271811
25339|Cundinamarca|Gutiérrez|2024|4057|2155|1902|46,881932462410646|24,007887601676114
25368|Cundinamarca|Jerusalén|2024|2673|1443|1230|46,01571268237935|15,375982042648708
25372|Cundinamarca|Junín|2024|6827|3315|3512|51,442800644499776|18,045993847956645
25377|Cundinamarca|La Calera|2024|36473|18021|18452|50,590848024566114|21,794203931675487
25386|Cundinamarca|La Mesa|2024|40004|20126|19878|49,69003099690031|18,468153184681533
25394|Cundinamarca|La Palma|2024|11166|5809|5357|47,97599856707863|15,394948952176248
25398|Cundinamarca|La Peña|2024|6957|3829|3128|44,96190886876527|16,012649130372285
25402|Cundinamarca|La Vega|2024|20691|10212|10479|50,645208061476|19,40940505533807
25407|Cundinamarca|Lenguazaque|2024|12113|6260|5853|48,31998679105094|21,9516222240568
25426|Cundinamarca|Machetá|2024|7201|3702|3499|48,59047354534092|18,164143868907097
25430|Cundinamarca|Madrid|2024|139005|68225|70780|50,91903168950758|25,60195676414517
25436|Cundinamarca|Manta|2024|4361|2221|2140|49,07131391882596|14,285714285714285
25438|Cundinamarca|Medina|2024|9404|4899|4505|47,905146746065505|21,341982135261592
25473|Cundinamarca|Mosquera|2024|155479|75864|79615|51,206272229690185|25,418866856617296
25483|Cundinamarca|Nariño|2024|2807|1461|1346|47,951549697185605|19,807623797648734
25486|Cundinamarca|Nemocón|2024|16093|7950|8143|50,59963959485491|24,998446529547007
25488|Cundinamarca|Nilo|2024|13148|8636|4512|34,31700638880438|39,90721022208701
25489|Cundinamarca|Nimaima|2024|4262|2268|1994|46,785546691694044|16,4946034725481
25491|Cundinamarca|Nocaima|2024|7299|3745|3554|48,6916015892588|16,879024523907386
25506|Cundinamarca|Venecia|2024|5033|2595|2438|48,44029405920922|19,113848599244985
25513|Cundinamarca|Pacho|2024|29334|14290|15044|51,28519806368037|19,6563714461035
25518|Cundinamarca|Paime|2024|4870|2603|2267|46,550308008213555|18,644763860369608
25524|Cundinamarca|Pandi|2024|5984|3176|2808|46,92513368983957|18,95053475935829
25530|Cundinamarca|Paratebueno|2024|10165|5238|4927|48,47024102311855|23,94490900147565
25535|Cundinamarca|Pasca|2024|10870|5665|5205|47,88408463661454|22,32750689972401
25572|Cundinamarca|Puerto Salgar|2024|18781|9345|9436|50,24226612001491|22,868856823385336
25580|Cundinamarca|Pulí|2024|3948|2123|1825|46,22593718338399|15,29888551165147
25592|Cundinamarca|Quebradanegra|2024|5583|2895|2688|48,14615797958087|15,636754433100483
25594|Cundinamarca|Quetame|2024|6019|3099|2920|48,513042033560396|22,2794484133577
25596|Cundinamarca|Quipile|2024|7364|3938|3426|46,52362846279196|14,516567083107008
25599|Cundinamarca|Apulo|2024|9885|5055|4830|48,861911987860395|19,595346484572584
25612|Cundinamarca|Ricaurte|2024|15820|8042|7778|49,16561314791403|20,493046776232617
25645|Cundinamarca|San Antonio del Tequendama|2024|14259|7132|7127|49,9824672136896|17,308366645627324
25649|Cundinamarca|San Bernardo|2024|10020|5174|4846|48,36327345309381|19,890219560878243
25653|Cundinamarca|San Cayetano|2024|5737|3003|2734|47,65556911277671|19,52239846609726
25658|Cundinamarca|San Francisco|2024|13083|6408|6675|51,02040816326531|18,940609951845907
25662|Cundinamarca|San Juan de Rioseco|2024|9699|4953|4746|48,932879678317356|16,238787503866376
25718|Cundinamarca|Sasaima|2024|12914|6684|6230|48,24221774818027|18,336688864797893
25736|Cundinamarca|Sesquilé|2024|13929|6975|6954|49,92461770407065|23,53363486251705
25740|Cundinamarca|Sibaté|2024|41054|20286|20768|50,587031714327466|24,302138646660495
25743|Cundinamarca|Silvania|2024|26173|13159|13014|49,72299698162228|19,497191762503345
25745|Cundinamarca|Simijaca|2024|15634|7571|8063|51,573493667647426|21,56837661506972
25754|Cundinamarca|Soacha|2024|806253|389925|416328|51,637389256226015|25,731997276289203
25758|Cundinamarca|Sopó|2024|31775|15598|16177|50,911093627065306|24,4720692368214
25769|Cundinamarca|Subachoque|2024|18064|8963|9101|50,381975199291404|23,16762621789194
25772|Cundinamarca|Suesca|2024|20760|10310|10450|50,337186897880535|25,260115606936417
25777|Cundinamarca|Supatá|2024|6231|3176|3055|49,029048306852836|17,83020381961162
25779|Cundinamarca|Susa|2024|7744|3938|3806|49,14772727272727|20,725723140495866
25781|Cundinamarca|Sutatausa|2024|7163|3607|3556|49,644003908976686|22,630182884266368
25785|Cundinamarca|Tabio|2024|26505|12873|13632|51,43180531975099|23,24089794378419
25793|Cundinamarca|Tausa|2024|9711|5048|4663|48,017711873133564|22,87097106374215
25797|Cundinamarca|Tena|2024|11583|5989|5594|48,29491496158163|18,250884917551584
25799|Cundinamarca|Tenjo|2024|26834|13157|13677|50,96892002683163|23,70872773347246
25805|Cundinamarca|Tibacuy|2024|5177|2695|2482|47,94282402936063|17,09484257291868
25807|Cundinamarca|Tibirita|2024|3742|1819|1923|51,38963121325495|14,644575093532868
25815|Cundinamarca|Tocaima|2024|18885|9454|9431|49,93910510987556|19,263966110669845
25817|Cundinamarca|Tocancipá|2024|48318|24134|24184|50,051740552175175|27,138954426921647
25823|Cundinamarca|Topaipí|2024|4849|2590|2259|46,58692513920396|16,436378634770055
25839|Cundinamarca|Ubalá|2024|9004|4875|4129|45,85739671257219|23,589515770768546
25841|Cundinamarca|Ubaque|2024|7971|4175|3796|47,62263204114917|18,70530673692134
25843|Cundinamarca|Villa de San Diego de Ubaté|2024|52218|25473|26745|51,217970814661605|24,311540081964072
25845|Cundinamarca|Une|2024|8330|4392|3938|47,27490996398559|22,256902761104442
25851|Cundinamarca|Útica|2024|5060|2657|2403|47,490118577075094|17,094861660079054
25862|Cundinamarca|Vergara|2024|8050|4227|3823|47,49068322981366|15,875776397515528
25867|Cundinamarca|Vianí|2024|5231|2732|2499|47,77289237239534|16,784553622634295
25871|Cundinamarca|Villagómez|2024|2063|1062|1001|48,52157052835676|16,965584100824042
25873|Cundinamarca|Villapinzón|2024|20735|10394|10341|49,872196768748495|23,39522546419098
25875|Cundinamarca|Villeta|2024|32655|16278|16377|50,151584749655484|20,783953452763743
25878|Cundinamarca|Viotá|2024|15739|8128|7611|48,357583073892876|17,999872927123704
25885|Cundinamarca|Yacopí|2024|14440|7488|6952|48,14404432132964|17,29916897506925
25898|Cundinamarca|Zipacón|2024|5615|2861|2754|49,04719501335708|20,302760463045413
25899|Cundinamarca|Zipaquirá|2024|160629|77835|82794|51,54361914722746|24,231614465631985
27001|Chocó|Quibdó|2024|144610|66574|78036|53,96307309314709|28,48212433441671
27006|Chocó|Acandí|2024|15868|7884|7984|50,315099571464586|25,699521048651373
27025|Chocó|Alto Baudó|2024|31267|15546|15721|50,279847762817035|31,5348450442959
27050|Chocó|Atrato|2024|6841|3458|3383|49,45183452711592|27,671393071188422
27073|Chocó|Bagadó|2024|11843|5890|5953|50,26597990374061|26,0491429536435
27075|Chocó|Bahía Solano|2024|11477|5821|5656|49,28117103772763|28,247799947721532
27077|Chocó|Bajo Baudó|2024|33930|17046|16884|49,761273209549074|28,405540819333925
27099|Chocó|Bojayá|2024|13719|6984|6735|49,09249945331292|28,427727968510823
27135|Chocó|El Cantón del San Pablo|2024|6906|3385|3521|50,98465102809151|25,673327541268463
27150|Chocó|Carmen del Darién|2024|22154|11672|10482|47,31425476211971|27,75571002979146
27160|Chocó|Cértegui|2024|6203|2866|3337|53,79655005642431|24,92342414960503
27205|Chocó|Condoto|2024|13928|6589|7339|52,69241815048823|25,91183228029868
27245|Chocó|El Carmen de Atrato|2024|9273|4585|4688|50,555375822279736|25,676695783457347
27250|Chocó|El Litoral del San Juan|2024|25403|12863|12540|49,364248317127895|30,05550525528481
27361|Chocó|Istmina|2024|33814|16368|17446|51,59401431359791|29,09445791683918
27372|Chocó|Juradó|2024|7535|3866|3669|48,69276708692767|28,08228268082283
27413|Chocó|Lloró|2024|10611|5349|5262|49,59004806333051|23,108095372726417
27425|Chocó|Medio Atrato|2024|12894|6694|6200|48,08438033193734|30,215604156972237
27430|Chocó|Medio Baudó|2024|16893|8526|8367|49,5293908719588|26,448824957082817
27450|Chocó|Medio San Juan|2024|11764|5730|6034|51,29207752465148|24,90649438966338
27491|Chocó|Nóvita|2024|10384|5194|5190|49,98073959938367|24,614791987673343
27495|Chocó|Nuquí|2024|18229|8968|9261|50,803664490646774|27,341049975314057
27580|Chocó|Río Iró|2024|5885|2898|2987|50,75615972812234|24,502973661852167
27600|Chocó|Río Quito|2024|9158|4355|4803|52,44594889713912|27,98645992574798
27615|Chocó|Riosucio|2024|63383|34265|29118|45,93976302794125|27,224965684805074
27660|Chocó|San José del Palmar|2024|5697|2929|2768|48,58697560119361|25,31156749166228
27745|Chocó|Sipí|2024|3612|1953|1659|45,93023255813954|28,903654485049834
27787|Chocó|Tadó|2024|20154|9398|10756|53,36905825146373|25,60781978763521
27800|Chocó|Unguía|2024|14551|7551|7000|48,1066593361281|26,506769294206585
27810|Chocó|Unión Panamericana|2024|7492|3659|3833|51,16123865456487|26,908702616123865
41001|Huila|Neiva|2024|384242|184148|200094|52,07499440456795|24,172526688909592
41006|Huila|Acevedo|2024|27138|13880|13258|48,854005453607485|26,56422728277692
41013|Huila|Agrado|2024|9491|4706|4785|50,41618375302919|24,971025181751134
41016|Huila|Aipe|2024|17547|8677|8870|50,549951558671005|24,26625634011512
41020|Huila|Algeciras|2024|24328|12495|11833|48,63942781979612|25,87553436369615
41026|Huila|Altamira|2024|4602|2558|2044|44,4154715341156|29,139504563233377
41078|Huila|Baraya|2024|8969|4877|4092|45,623815364031664|26,535845690712456
41132|Huila|Campoalegre|2024|33508|16640|16868|50,34021726154948|23,737614897934822
41206|Huila|Colombia|2024|7789|4219|3570|45,833868275773526|22,287841828219285
41244|Huila|Elías|2024|4582|2384|2198|47,97031863814928|23,13400261894369
41298|Huila|Garzón|2024|78726|38880|39846|50,61352031095191|25,052714478063155
41306|Huila|Gigante|2024|26616|13147|13469|50,6048993086865|24,019386834986474
41319|Huila|Guadalupe|2024|19508|9849|9659|49,51302029936436|24,410498257125283
41349|Huila|Hobo|2024|7841|3950|3891|49,623772478000255|24,537686519576585
41357|Huila|Íquira|2024|10053|5099|4954|49,27882224211678|24,510096488610365
41359|Huila|Isnos|2024|27543|13799|13744|49,9001561195222|25,683476745452566
41378|Huila|La Argentina|2024|14061|7094|6967|49,54839627338028|25,24002560273096
41396|Huila|La Plata|2024|66461|33601|32860|49,442530205684534|25,4901370728698
41483|Huila|Nátaga|2024|7028|3579|3449|49,075128059191805|24,573136027319293
41503|Huila|Oporapa|2024|12701|6423|6278|49,42917880481852|26,021573104479963
41518|Huila|Paicol|2024|7174|3642|3532|49,233342626149984|24,4494006133259
41524|Huila|Palermo|2024|28571|14491|14080|49,28073921108817|23,765356480347204
41530|Huila|Palestina|2024|12226|6303|5923|48,4459348928513|24,987731064943564
41548|Huila|Pital|2024|14966|7497|7469|49,90645463049579|24,067887211011627
41551|Huila|Pitalito|2024|135688|67368|68320|50,350804787453576|26,52924355875243
41615|Huila|Rivera|2024|26458|14140|12318|46,556807014891525|25,402524756217403
41660|Huila|Saladoblanco|2024|11405|5839|5566|48,8031565103025|25,35729943007453
41668|Huila|San Agustín|2024|35994|18279|17715|49,216536089348224|25,01805856531644
41676|Huila|Santa María|2024|11293|5821|5472|48,45479500575578|23,997166386256975
41770|Huila|Suaza|2024|23832|12238|11594|48,64887546156428|24,890902987579725
41791|Huila|Tarqui|2024|19013|9645|9368|49,27155104402251|25,798138116025875
41797|Huila|Tesalia|2024|11610|5894|5716|49,233419465977605|23,643410852713178
41799|Huila|Tello|2024|12759|6735|6024|47,21373148365859|23,7165922094208
41801|Huila|Teruel|2024|8699|4506|4193|48,20094263708472|24,244165996091503
41807|Huila|Timaná|2024|23681|12158|11523|48,659262700054896|24,23461847050378
41872|Huila|Villavieja|2024|7865|4053|3812|48,467895740623014|20,94087730451367
41885|Huila|Yaguará|2024|8305|4203|4102|49,391932570740515|23,383503913305237
44001|La Guajira|Riohacha|2024|226715|110163|116552|51,40903777870896|27,905961228855613
44035|La Guajira|Albania|2024|35785|17917|17868|49,93153555959201|30,669274835825068
44078|La Guajira|Barrancas|2024|43744|21781|21963|50,20802852962692|29,172000731528897
44090|La Guajira|Dibulla|2024|46710|24044|22666|48,52494112609719|28,87818454292443
44098|La Guajira|Distracción|2024|15636|7935|7701|49,25172678434382|28,274494755691993
44110|La Guajira|El Molino|2024|8579|4292|4287|49,9708590744842|24,513346543886232
44279|La Guajira|Fonseca|2024|51188|25252|25936|50,668125341877|26,494490896303823
44378|La Guajira|Hatonuevo|2024|24362|12156|12206|50,10261883260816|30,075527460799606
44420|La Guajira|La Jagua del Pilar|2024|4146|2192|1954|47,129763627592865|27,206946454413895
44430|La Guajira|Maicao|2024|203769|99466|104303|51,18688318635317|28,506298799130388
44560|La Guajira|Manaure|2024|98601|48549|50052|50,76216265555116|29,082869342095925
44650|La Guajira|San Juan del Cesar|2024|55912|27558|28354|50,71183288024038|26,26448705108027
44847|La Guajira|Uribia|2024|195532|95239|100293|51,292371581122275|30,343882331280813
44855|La Guajira|Urumita|2024|12822|6316|6506|50,740914053969746|24,933707689907973
44874|La Guajira|Villanueva|2024|33751|16416|17335|51,361441142484665|24,971111967052828
47001|Magdalena|Santa Marta|2024|561281|272238|289043|51,49702199076754|26,52022783596808
47030|Magdalena|Algarrobo|2024|17777|9173|8604|48,3996174832649|26,764920965292234
47053|Magdalena|Aracataca|2024|45393|22959|22434|49,421717004824536|28,231225078756637
47058|Magdalena|Ariguaní|2024|34117|17490|16627|48,73523463376029|25,47996599935516
47161|Magdalena|Cerro de San Antonio|2024|11282|5814|5468|48,4665839390179|23,76351710689594
47170|Magdalena|Chibolo|2024|24932|13322|11610|46,5666613187871|25,738007380073803
47189|Magdalena|Ciénaga|2024|133601|66348|67253|50,338695069647684|27,3291367579584
47205|Magdalena|Concordia|2024|11906|6254|5652|47,47186292625567|20,426675625734923
47245|Magdalena|El Banco|2024|74147|37360|36787|49,6136054054783|25,835165279782053
47258|Magdalena|El Piñón|2024|25694|13266|12428|48,36926909005994|23,1999688643263
47268|Magdalena|El Retén|2024|21875|11140|10735|49,074285714285715|28,690285714285714
47288|Magdalena|Fundación|2024|75067|37039|38028|50,65874485459656|27,09179799379221
47318|Magdalena|Guamal|2024|30354|15606|14748|48,58667720893457|22,0564011332938
47460|Magdalena|Nueva Granada|2024|22349|11697|10652|47,662087789162825|25,87140364222113
47541|Magdalena|Pedraza|2024|10544|5470|5074|48,12215477996965|22,572078907435507
47545|Magdalena|Pijiño del Carmen|2024|13675|7040|6635|48,519195612431446|24,914076782449726
47551|Magdalena|Pivijay|2024|42136|21377|20759|49,2666603379533|23,476362255553447
47555|Magdalena|Plato|2024|70559|35927|34632|49,08232826428946|26,030697713969868
47570|Magdalena|Puebloviejo|2024|34212|17329|16883|49,34818192447095|27,297439494914066
47605|Magdalena|Remolino|2024|12939|6602|6337|48,97596413942345|25,156503593786226
47660|Magdalena|Sabanas de San Ángel|2024|17662|9488|8174|46,28014947344582|23,99501755180614
47675|Magdalena|Salamina|2024|12138|6080|6058|49,909375514911844|24,13082880210908
47692|Magdalena|San Sebastián de Buenavista|2024|22375|11371|11004|49,179888268156425|23,1731843575419
47703|Magdalena|San Zenón|2024|13465|6833|6632|49,25362049758634|25,102116598588935
47707|Magdalena|Santa Ana|2024|27959|14448|13511|48,32433205765586|25,14038413391037
47720|Magdalena|Santa Bárbara de Pinto|2024|11739|6003|5736|48,862765141834906|24,661385126501408
47745|Magdalena|Sitionuevo|2024|30855|15793|15062|48,81542699724518|26,883811375789985
47798|Magdalena|Tenerife|2024|14922|7835|7087|47,49363356118483|24,527543224768795
47960|Magdalena|Zapayán|2024|11034|5832|5202|47,14518760195758|25,42142468733007
47980|Magdalena|Zona Bananera|2024|77793|39152|38641|49,67156427956243|28,071934492820688
50001|Meta|Villavicencio|2024|585858|289338|296520|50,612947164671304|24,82785931061793
50006|Meta|Acacías|2024|96750|50007|46743|48,313178294573646|24,32868217054264
50110|Meta|Barranca de Upía|2024|7181|3529|3652|50,85642668152068|27,266397437682777
50124|Meta|Cabuyaro|2024|6652|3647|3005|45,174383644016835|24,158147925435962
50150|Meta|Castilla la Nueva|2024|15896|8092|7804|49,09411172622043|26,57901358832411
50223|Meta|Cubarral|2024|7825|3956|3869|49,44408945686901|22,824281150159745
50226|Meta|Cumaral|2024|25201|12444|12757|50,62100710289275|24,836316019205587
50245|Meta|El Calvario|2024|1905|1037|868|45,56430446194226|23,517060367454068
50251|Meta|El Castillo|2024|8665|4442|4223|48,73629544143105|22,769763416041545
50270|Meta|El Dorado|2024|4341|2172|2169|49,96544574982723|22,5984796129924
50287|Meta|Fuente de Oro|2024|13347|6700|6647|49,80145351015209|23,563347568742042
50313|Meta|Granada|2024|76058|36073|39985|52,57172158089879|24,773199400457546
50318|Meta|Guamal|2024|15593|7737|7856|50,38158147886872|23,112935291476944
50325|Meta|Mapiripán|2024|7573|4065|3508|46,32246137594084|22,56701439323914
50330|Meta|Mesetas|2024|12370|6411|5959|48,17299919159257|23,20129345189976
50350|Meta|La Macarena|2024|29267|15586|13681|46,745481258755596|25,834557692964772
50370|Meta|Uribe|2024|10124|5639|4485|44,30067167127618|28,82259976293955
50400|Meta|Lejanías|2024|12550|6379|6171|49,17131474103586|22,49402390438247
50450|Meta|Puerto Concordia|2024|9171|4872|4299|46,876022244030096|23,12724893686621
50568|Meta|Puerto Gaitán|2024|46127|24548|21579|46,78171136210896|27,558696641880026
50573|Meta|Puerto López|2024|33556|16927|16629|49,55596614614376|24,11193229228752
50577|Meta|Puerto Lleras|2024|11461|6097|5364|46,80219876101562|23,56687898089172
50590|Meta|Puerto Rico|2024|13832|7367|6465|46,73944476576056|23,590225563909776
50606|Meta|Restrepo|2024|20176|10102|10074|49,93061062648692|23,08187946074544
50680|Meta|San Carlos de Guaroa|2024|13620|7052|6568|48,223201174743025|25,38913362701909
50683|Meta|San Juan de Arama|2024|9993|5226|4767|47,703392374662265|25,297708395877116
50686|Meta|San Juanito|2024|1415|748|667|47,13780918727915|26,360424028268554
50689|Meta|San Martín|2024|29867|14743|15124|50,63782770281582|23,263133223959553
50711|Meta|Vistahermosa|2024|19392|10180|9212|47,504125412541256|23,19513201320132
