Código Dane municipio|Desagregación cultivo|Producción (t)
47053|Limón Tahití|6,001349304
47053|Limón demás variedades|169,69147364
47053|Mandarina demás variedades|153,51032674
47053|Maracuyá|920,0
47053|Maíz amarillo tradicional|3285,3
47053|Maíz blanco tradicional|822,233898305085
47053|Melón|180,0
47053|Naranja Valencia|7442,4
47053|Naranja demás variedades|685,73958066
47053|Palma de aceite|41086,840000000004
47053|Papaya demás variedades|4800,0
47053|Plátano consumo interno|4630,0
47053|Pomelo|210,01351633500002
47053|Tomate|2693,0
47053|Yuca consumo en fresco|20168,0
47053|Ñame demás variedades|3525,0
47058|Ahuyama|5596,7
47058|Frijol|72,7
47058|Maíz amarillo tradicional|3831,1499999999996
47058|Palma de aceite|7915,200000000001
47058|Patilla|9335,0
47058|Yuca consumo en fresco|34290,0
47161|Ahuyama|74,0
47161|Ajonjolí|121,3
47161|Ají|12,0
47161|Frijol|13,03622377622378
47161|Guayaba|255,0
47161|Mango Kent, Keitt, Hilacha o Nam Doc|1193,6
47161|Maíz amarillo tradicional|2391,69
47161|Melón|76,0
47161|Patilla|118,0
47161|Sorgo|99,0
47161|Tomate|14,0
47161|Yuca consumo en fresco|8136,4
47170|Ahuyama|468,0
47170|Frijol|13,8
47170|Maíz amarillo tradicional|5609,0
47170|Maíz blanco tradicional|3577,4
47170|Yuca consumo en fresco|17524,0
47170|Ñame demás variedades|140,0
47189|Ají|2797,5
47189|Banano de exportación|147880,0
47189|Cacao|605,0
47189|Café|16073,0924
47189|Cilantro|3429,4
47189|Coco|2600,0
47189|Col|138,4
47189|Frijol|955,3
47189|Limón demás variedades|7259,9526766
47189|Lulo|5175,0
47189|Mango demás variedades|109681,0
47189|Maracuyá|19020,0
47189|Maíz amarillo tradicional|4154,6
47189|Maíz blanco tradicional|434,0
47189|Melón|3185,3
47189|Palma de aceite|3800,0
47189|Papaya demás variedades|26860,0
47189|Patilla|2044,0
47189|Plátano consumo interno|41528,0
47189|Tomate|1786,0
47189|Tomate de árbol|13430,0
47189|Yuca consumo en fresco|26040,0
47189|Ñame demás variedades|1558,9
47205|Ahuyama|740,0
47205|Ají|770,25
47205|Batata|144,0
47205|Frijol|3,9
47205|Maíz amarillo tradicional|3861,0
47205|Maíz blanco tradicional|1634,1
47205|Melón|1365,0
47205|Otras hortalizas|1,0
47205|Patilla|3120,0
47205|Plátano consumo interno|5,4
47205|Yuca consumo en fresco|35856,0
47205|Ñame Espino|130,0
47245|Ahuyama|11540,0
47245|Ají|83,0
47245|Batata|6,0
47245|Berenjena|37,0
47245|Caña panelera|1400,0
47245|Cilantro|2,0
47245|Frijol|197,6
47245|Guanábana|12,0
47245|Guayaba|40,0
47245|Habichuela|45,5
47245|Limón Pajarito|48,0
47245|Mandarina demás variedades|6,0
47245|Mango Kent, Keitt, Hilacha o Nam Doc|420,0
47245|Maracuyá|0,75
47245|Maíz amarillo tradicional|1220,49406779661
47245|Maíz blanco tradicional|527,7966101694919
47245|Melón|890,0
47245|Naranja Valencia|5880,0
47245|Otras hortalizas|21,05
47245|Patilla|5565,0
47245|Pepino cohombro|2,8
47245|Pimentón|10,75
47245|Plátano consumo interno|546,0
47245|Pomelo|160,0
47245|Tomate|66,5
47245|Yuca consumo en fresco|12400,0
47245|Yuca industrial|380,0
47258|Ajonjolí|133,32
47258|Ají|244,0
47258|Arroz secano manual|1768,41
47258|Batata|212,5
47258|Cilantro|78,52000000000001
47258|Frijol|81,52
47258|Guandul|361,1
47258|Maíz amarillo tradicional|2202,4
47258|Palma de aceite|21315,0
47258|Yuca consumo en fresco|14659,0
47258|Ñame demás variedades|1582,1
47268|Ahuyama|2074,0
47268|Ají|830,0
47268|Arroz riego|38845,312
47268|Banano de exportación|172992,0
47268|Frijol|29,0
47268|Maíz amarillo tradicional|1235,6
47268|Melón|2016,0
47268|Palma de aceite|65732,6
47268|Patilla|147,0
47268|Yuca consumo en fresco|11419,0
47288|Achiote|6,2
47288|Aguacate demás variedades|504,0
47288|Ahuyama|1254,0
47288|Ajonjolí|16,0
47288|Ají|3854,1
47288|Arroz riego|1545,2573
47288|Banano consumo interno|2115,6
47288|Banano de exportación|19110,0
47288|Batata|560,0
47288|Berenjena|527,5
47288|Cacao|1561,6499999999999
47288|Café|4489,9508
47288|Calabacín, calabaza|28,0
47288|Caña panelera|29700,0
47288|Cebolla de rama|56,0
47288|Cilantro|2121,3
47288|Coco|48,0
47288|Corozo|288,0
47288|Frijol|634,0
47288|Guama|12,0
47288|Guandul|14,4
47288|Guanábana|56,25
47288|Guayaba|315,0
47288|Habichuela|179,44
47288|Jengibre|99,5
47288|Limón Mandarino|84,0
47288|Limón Tahití|63,0
47288|Limón demás variedades|357,79999999999995
47288|Lulo|2143,88
47288|Malanga, achín, yota, papa china, bore|7259,0
47288|Mango demás variedades|1848,0
47288|Maracuyá|2486,46
47288|Maíz amarillo tradicional|3218,23
47288|Maíz blanco tradicional|1390,85
47288|Melón|2926,5
47288|Naranja demás variedades|432,0
47288|Orégano|1,5
47288|Otras hortalizas|2289,6
47288|Otros frutales|990,0
47288|Palma de aceite|2991,5
47288|Papaya Hawaiana, Maradol, Melona, redonda y/o Tainung|1080,0
47288|Papaya demás variedades|832,5
47288|Patilla|2750,0
47288|Pimentón|109,4
47288|Piña demás variedades|390,0
47288|Plantas aromáticas|105,0
47288|Plátano consumo interno|16191,6
47288|Pomelo|147,0
47288|Sacha inchi|120,0
47288|Sábila|90,0
47288|Tomate|6176,0
47288|Tomate de árbol|2206,0
47288|Toronja|252,0
47288|Toronjil|12,600000000000001
47288|Yuca consumo en fresco|19007,0
47288|Zapote|45,0
47288|Ñame demás variedades|3784,0
47318|Mango demás variedades|0,0
47318|Maíz amarillo tradicional|2792,4152542372863
47318|Maíz blanco tradicional|7800,0
47318|Naranja Jaffa|29360,0
47318|Palma de aceite|0,0
47318|Yuca consumo en fresco|23400,0
47460|Ahuyama|3770,5
47460|Ajonjolí|322,55
47460|Frijol|114,45
47460|Limón demás variedades|48,0
47460|Maíz amarillo tradicional|7040,0
47460|Yuca consumo en fresco|167240,0
47541|Ahuyama|2112,0
47541|Ají|139,5
47541|Batata|500,0
47541|Frijol|18,0
47541|Mango demás variedades|450,0
47541|Maíz amarillo tradicional|2119,5593220338988
47541|Maíz blanco tradicional|1195,3559322033889
47541|Melón|488,0
47541|Patilla|488,0
47541|Yuca consumo en fresco|12510,0
47545|Ahuyama|504,0
47545|Frijol|75,3
47545|Maíz amarillo tradicional|5371,5
47545|Maíz blanco tradicional|1690,98
47545|Melón|767,9
47545|Naranja Valencia|2600,0
47545|Patilla|3306,0
47545|Yuca consumo en fresco|25519,5
47551|Ajonjolí|4893,0
47551|Frijol|285,0
47551|Guayaba|0,0
47551|Limón Tahití|0,0
47551|Mango demás variedades|4232,05
47551|Maíz amarillo tradicional|43934,0
47551|Palma de aceite|36000,0
47551|Yuca consumo en fresco|54360,0
47555|Ajonjolí|92,2
47555|Frijol|107,06
47555|Maíz amarillo tradicional|3453,0
47555|Maíz blanco tradicional|2123,0
47555|Palma de aceite|98,19
47555|Patilla|376,0
47555|Yuca consumo en fresco|13560,0
47570|Ahuyama|106,8
47570|Ají|44,2
47570|Arroz riego|278,77
47570|Frijol|46,96223776223778
47570|Limón Pajarito|8,55
47570|Limón Tahití|6,5
47570|Limón demás variedades|1,0
47570|Maíz amarillo tradicional|67,1073728813559
47570|Melón|573,65
47570|Palma de aceite|50652,0
47570|Papaya demás variedades|60,8
47570|Patilla|115,36
47570|Plátano consumo interno|360,81
47570|Yuca consumo en fresco|227,16
47605|Ají|394,0
47605|Coco|119,88
47605|Corozo|13,5
47605|Frijol|247,26223776223782
47605|Guayaba|843,2
47605|Mango demás variedades|6397,52
47605|Maíz amarillo tradicional|2299,3305084745766
47605|Maíz blanco tradicional|602,5
47605|Melón|1435,0
47605|Patilla|650,0
47605|Tomate|591,0
47605|Yuca consumo en fresco|1140,0
47660|Ahuyama|969,0
47660|Maíz amarillo tradicional|9187,0
47660|Maíz blanco tradicional|2520,2
47660|Palma de aceite|10656,0
47660|Yuca consumo en fresco|32038,0
47675|Ahuyama|15,0
47675|Ají|12,0
47675|Frijol|12,0
47675|Guayaba|595,0
47675|Mango demás variedades|3180,0
47675|Maíz amarillo tradicional|2369,745762711864
47675|Maíz blanco tradicional|1505,745762711864
47675|Melón|703,0
47675|Palma de aceite|5760,0
47675|Patilla|313,0
47675|Tomate|56,0
47675|Yuca consumo en fresco|12950,0
47692|Frijol|76,8
47692|Limón Tahití|495,0
47692|Mango demás variedades|3008,0
47692|Maíz amarillo tradicional|4094,033898305085
47692|Maíz blanco tradicional|642,0
47692|Naranja Valencia|3342,0
47692|Naranja demás variedades|5174,0
47692|Palma de aceite|555,0
47692|Patilla|2428,0
47692|Yuca consumo en fresco|34944,0
47703|Ahuyama|375,0
47703|Ajonjolí|20,045
47703|Ají|101,3
47703|Frijol|41,34
47703|Guayaba|61,0
47703|Mango Kent, Keitt, Hilacha o Nam Doc|1700,0
47703|Maíz amarillo tradicional|3688,5
47703|Maíz blanco tradicional|942,0
47703|Melón|287,0
47703|Naranja Valencia|2250,0
47703|Naranja demás variedades|7605,0
47703|Patilla|656,0
47703|Plátano consumo interno|670,0
47703|Toronja|1410,0
47703|Yuca consumo en fresco|30482,0
47707|Ahuyama|592,5
47707|Ajonjolí|25,0
47707|Ají|230,0
47707|Batata|108,0
47707|Berenjena|60,0
47707|Cacao|157,5
47707|Frijol|240,0
47707|Limón Mandarino|93,742519425
47707|Limón Tahití|15,139133739
47707|Limón demás variedades|238,34713729999999
47707|Mandarina demás variedades|129,392537078
47707|Mango demás variedades|105,0
47707|Maíz amarillo tecnificado|320,0
47707|Maíz amarillo tradicional|7043,0847457627115
47707|Maíz blanco tecnificado|80,0
47707|Maíz blanco tradicional|4706,610169491525
47707|Naranja Valencia|8751,96
47707|Naranja demás variedades|770,3028421199999
47707|Otras hortalizas|16,0
47707|Papaya demás variedades|350,0
47707|Patilla|1820,0
47707|Pomelo|21,205312176
47707|Sorgo|14,0
47707|Yuca consumo en fresco|7016,5
47720|Ahuyama|105,0
47720|Ajonjolí|4,2
47720|Ají|31,1
47720|Arroz riego|357,0
47720|Frijol|55,0
47720|Habichuela|34,0
47720|Limón demás variedades|9,82374165716
47720|Maíz amarillo tradicional|862,5
47720|Maíz blanco tradicional|545,0
47720|Patilla|110,0
47720|Yuca consumo en fresco|5640,0
47745|Ahuyama|4511,0
47745|Ají|25650,0
47745|Berenjena|21643,5
47745|Cebolla de rama|38600,0
47745|Cilantro|12850,0
47745|Coco|780,0
47745|Frijol|670,629370629371
47745|Guayaba|294,0
47745|Mango demás variedades|28560,0
47745|Maíz amarillo tradicional|8099,152542372881
47745|Maíz blanco tradicional|2838,6610169491532
47745|Melón|4470,0
47745|Patilla|879,0
47745|Tomate|3210,0
47745|Yuca consumo en fresco|28530,0
47798|Ahuyama|252,0
47798|Ajonjolí|7,0
47798|Ají|4,2
47798|Batata|107,5
47798|Frijol|46,0
47798|Limón Pajarito|150,0
47798|Maíz amarillo tradicional|460,2203389830509
47798|Naranja demás variedades|72,304807488
47798|Plátano consumo interno|98,0
47798|Yuca consumo en fresco|9910,0
47798|Ñame demás variedades|235,5
47960|Ahuyama|2820,0
47960|Batata|680,0
47960|Frijol|285,31468531468556
47960|Maíz amarillo tradicional|1746,5
47960|Melón|1350,0
47960|Patilla|1200,0
47960|Sorgo|696,0
47960|Yuca consumo en fresco|21890,0
47980|Ahuyama|1350,0
47980|Ají|313,6
47980|Arroz riego|1887,0
47980|Banano de exportación|1602560,0
47980|Cacao|124,0
47980|Cilantro|497,1
47980|Coco|135,0
47980|Frijol|111,0
47980|Limón Mandarino|0,721126422
47980|Limón Tahití|0,510704015
47980|Limón demás variedades|14,459900124999999
47980|Mandarina demás variedades|5,943264822
47980|Mango Kent, Keitt, Hilacha o Nam Doc|1820,0
47980|Mango demás variedades|2196,0
47980|Maracuyá|614,0
47980|Maíz amarillo tradicional|1056,886440677966
47980|Maíz blanco tradicional|342,6949152542373
47980|Melón|1429,8
47980|Naranja Jaffa|172,030544137
47980|Naranja demás variedades|130,558296414
47980|Palma de aceite|117226,20000000001
47980|Papaya Hawaiana, Maradol, Melona, redonda y/o Tainung|5040,0
47980|Papaya demás variedades|13398,0
47980|Patilla|3776,4
47980|Plátano consumo interno|11610,0
47980|Pomelo|8,030544137
47980|Tomate|843,0
47980|Yuca consumo en fresco|5666,0
50001|Algodón|0,0
50001|Arroz riego|14130,5
50001|Arroz secano mecanizado|157629,488
50001|Cacao|174,81
50001|Café|168,1201
50001|Guanábana|7119,0
50001|Guayaba|9657,0
50001|Limón Mandarino|452,6786783
50001|Limón Pajarito|452,6786783
50001|Limón Tahití|25800,284666
50001|Limón demás variedades|8147,41621
50001|Mandarina Arrayana y/o Oneco|612,0483246
50001|Mandarina demás variedades|4345,2353124
50001|Maíz amarillo tecnificado|54865,5
50001|Maíz amarillo tradicional|2949,96779661017
50001|Maíz blanco tecnificado|3684,0
50001|Maíz blanco tradicional|36,7796610169492
50001|Naranja Jaffa|6213,88369113
50001|Naranja Valencia|17801,0
50001|Palma de aceite|16488,0
50001|Piña Cayena, Gold, Manzana y/o Perolera|975,0
50001|Piña demás variedades|19152,0
50001|Plátano consumo interno|18522,0
50001|Soya|0,0
50001|Yuca consumo en fresco|5256,0
50006|Arroz secano mecanizado|7161,5
50006|Cacao|480,0
50006|Café|151,7956
50006|Limón Mandarino|4,232959836
50006|Limón Pajarito|2,8329598359999997
50006|Limón Tahití|350,0838722
50006|Limón demás variedades|51,55327702
50006|Mandarina Arrayana y/o Oneco|4,834945731
50006|Mandarina demás variedades|22,943678674
50006|Mangostino|118,24
50006|Maracuyá|684,0
50006|Maíz amarillo tecnificado|409,4364406779661
50006|Naranja Jaffa|17,207759009
50006|Naranja Valencia|2255,04978744
50006|Palma de aceite|101850,0
50006|Piña demás variedades|2184,0
50006|Plátano consumo interno|2400,0
50006|Soya|336,0
50006|Yuca consumo en fresco|612,0
50110|Ahuyama|204,0
50110|Cacao|105,69999999999999
50110|Caña panelera|660,0
50110|Limón Tahití|920,87732768
50110|Maíz amarillo tecnificado|3836,0
50110|Maíz amarillo tradicional|474,0
50110|Maíz blanco tecnificado|364,0
50110|Melón|1300,0
50110|Naranja Valencia|15840,623062499999
50110|Palma de aceite|150039,785
50110|Papaya demás variedades|4194,0
50110|Patilla|8478,0
50110|Piña Cayena, Gold, Manzana y/o Perolera|400,0
50110|Plátano consumo interno|7008,0
50110|Yuca consumo en fresco|7308,0
50124|Arroz riego|24285,0
50124|Arroz secano mecanizado|110176,0
50124|Cacao|939,54
50124|Chontaduro|52,0
50124|Maracuyá|141,0
50124|Maíz amarillo tecnificado|4540,0
50124|Maíz amarillo tradicional|556,0
50124|Maíz blanco tecnificado|4,838983050847458
50124|Naranja Valencia|422,0
50124|Otras hortalizas|5,4
50124|Palma de aceite|155135,0
50124|Papaya demás variedades|2035,0
50124|Plátano consumo interno|33652,0
50124|Soya|1775,0
50124|Yuca consumo en fresco|760,0
50150|Aguacate demás variedades|42,0
50150|Arroz riego|29230,8
50150|Arroz secano mecanizado|496,0
50150|Cacao|321,2
50150|Limón demás variedades|595,490171952
50150|Mandarina Arrayana y/o Oneco|10,983366416
50150|Mandarina demás variedades|77,24043593600001
50150|Maracuyá|440,0
50150|Maíz amarillo tecnificado|3323,0
50150|Maíz amarillo tradicional|83,7
50150|Maíz blanco tecnificado|9,0
50150|Naranja Valencia|3761,9583434
50150|Palma de aceite|158660,0
50150|Papaya demás variedades|3252,0
50150|Pimentón|4,0
50150|Piña demás variedades|308,0
50150|Plátano consumo interno|256,0
50150|Soya|197,2
50150|Yuca consumo en fresco|2895,0
50223|Aguacate demás variedades|1390,0
50223|Ají|3,0
50223|Banano consumo interno|0,0
50223|Cacao|333,6
50223|Café|442,2584
50223|Frijol|0,0
50223|Limón Tahití|397,98906562628997
50223|Limón demás variedades|95,243827779
50223|Lulo|0,0
50223|Mandarina demás variedades|44,469627020000004
50223|Maracuyá|1010,0
50223|Maíz amarillo tradicional|82,0
50223|Mora|0,0
50223|Naranja Valencia|1706,3632337999998
50223|Plátano consumo interno|0,0
50223|Sacha inchi|0,0
50223|Yuca consumo en fresco|0,0
50226|Arroz riego|37551,62
50226|Arroz secano mecanizado|60545,24
50226|Cacao|70,0
50226|Café|10,5513
50226|Limón Mandarino|7,747020071
50226|Limón Pajarito|7,747020071
50226|Limón Tahití|481,34723037159995
50226|Limón demás variedades|138,606361285
50226|Mandarina Arrayana y/o Oneco|9,453031624
50226|Mandarina demás variedades|61,55616057500001
50226|Mangostino|756,0
50226|Maracuyá|888,0
50226|Maíz amarillo tecnificado|16653,81355932204
50226|Maíz amarillo tradicional|575,5084745762712
50226|Naranja Jaffa|46,202120426
50226|Naranja Valencia|3368,798796976
50226|Palma de aceite|92526,2
50226|Plátano consumo interno|5544,0
50226|Soya|5560,0
50226|Yuca consumo en fresco|2352,0
50245|Achira|156,0
50245|Aguacate Hass|0,0
50245|Aguacate demás variedades|180,0
50245|Caña panelera|14460,0
50245|Frijol|1547,0
50245|Lulo|1232,0
50245|Maíz amarillo tradicional|425,847457627119
50245|Mora|248,0
50245|Tomate de árbol|20,0
50245|Tomate invernadero|444,0
50245|Yuca consumo en fresco|90,0
50251|Aguacate Hass|0,0
50251|Aguacate demás variedades|2506,0
50251|Ahuyama|1304,0
50251|Arroz secano manual|13610,77
50251|Arroz secano mecanizado|10853,825
50251|Cacao|881,6
50251|Café|272,8
50251|Caña panelera|790,0
50251|Frijol|79,5909090909091
50251|Guayaba|1388,0
50251|Limón Tahití|0,0
50251|Limón demás variedades|91,0
50251|Maracuyá|1080,0
50251|Maíz amarillo tecnificado|15108,99
50251|Maíz blanco tecnificado|1012,6586
50251|Mora|0,0
50251|Naranja Jaffa|105,0
50251|Palma de aceite|5,28
50251|Piña demás variedades|422,0
50251|Plátano consumo interno|62800,0
50251|Yuca consumo en fresco|51708,0
50270|Aguacate demás variedades|3840,0
50270|Arroz secano mecanizado|492,0
50270|Banano consumo interno|517,04
50270|Cacao|638,6
50270|Café|395,0872
50270|Frijol|6,2975200000000005
50270|Limón Mandarino|33,848900379
50270|Limón Pajarito|12,848900379
50270|Limón Tahití|385,0
50270|Limón demás variedades|118,160206843
50270|Mandarina Arrayana y/o Oneco|26,374976648999997
50270|Mandarina demás variedades|52,835660616
50270|Mangostino|180,0
50270|Maracuyá|1309,0
50270|Maíz amarillo tecnificado|1457,9
50270|Maíz amarillo tradicional|415,4
50270|Maíz blanco tecnificado|33,39005
50270|Maíz blanco tradicional|2,97922
50270|Naranja Jaffa|23,510029549000002
50270|Naranja Valencia|947,1679170366
50270|Plátano consumo interno|3797,3
50270|Yuca consumo en fresco|3984,0
50287|Aguacate demás variedades|537,1718
50287|Ahuyama|772,437
50287|Arroz riego|7271,832399999999
50287|Arroz secano mecanizado|233632,995
50287|Cacao|505,9122
50287|Guayaba|553,74
50287|Limón Mandarino|0,77866038
50287|Limón Pajarito|0,948883650000008
50287|Mandarina demás variedades|5,75094138208
50287|Mangostino|65,0
50287|Maracuyá|1367,6
50287|Maíz amarillo tecnificado|57475,0
50287|Maíz blanco tecnificado|3550,0
50287|Naranja Jaffa|4,405311323
50287|Naranja Valencia|174,21503772
50287|Palma de aceite|49332,479999999996
50287|Patilla|1800,0
50287|Piña Cayena, Gold, Manzana y/o Perolera|5868,0
50287|Piña demás variedades|62561,100000000006
50287|Plátano consumo interno|666767,16
50287|Soya|635,0
50287|Yuca consumo en fresco|85620,0
50313|Aguacate demás variedades|9156,0
50313|Algodón|0,0
50313|Arroz riego|1102,0
50313|Arroz secano mecanizado|65542,69
50313|Cacao|2228,4
50313|Caña panelera|28710,0
50313|Guayaba|26850,0
50313|Limón Mandarino|38,96068842
50313|Limón Pajarito|29,220516314999998
50313|Limón Tahití|1994,72331618
50313|Limón demás variedades|303,8461958
50313|Mandarina Arrayana y/o Oneco|43,80669586
50313|Mandarina demás variedades|270,88550738
50313|Mangostino|0,0
50313|Maracuyá|115660,0
50313|Maíz amarillo tecnificado|74776,0
50313|Maíz amarillo tradicional|591,0
50313|Maíz blanco tecnificado|1946,8
50313|Maíz blanco tradicional|17,66
50313|Naranja Jaffa|233,36413054
50313|Naranja Valencia|11897,970658
50313|Otras hortalizas|0,0
50313|Palma de aceite|22558,9
50313|Papaya demás variedades|5256,0
50313|Piña demás variedades|20040,0
50313|Plátano consumo interno|174918,4
50313|Soya|1940,0
50313|Yuca consumo en fresco|39729,0
50318|Aguacate demás variedades|210,0
50318|Banano consumo interno|216,0
50318|Cacao|1228,0
50318|Limón Mandarino|36,774698779
50318|Limón Pajarito|15,774698779000001
50318|Limón Tahití|723,4578302699999
50318|Limón demás variedades|284,78457798
50318|Mandarina Arrayana y/o Oneco|437,76815513573
50318|Mandarina demás variedades|70,773476631
50318|Mangostino|960,0
50318|Maíz amarillo tradicional|32,0585593220339
50318|Maíz blanco tradicional|1,05
50318|Naranja Jaffa|77,80585190000001
50318|Naranja Valencia|1521,198447
50318|Palma de aceite|6679,200000000001
50318|Plátano consumo interno|952,0
50318|Yuca consumo en fresco|143,0
50318|Zapote|480,0
50325|Aguacate demás variedades|330,0
50325|Arroz secano mecanizado|1015,0
50325|Cacao|522,2
50325|Caña miel|4800,0
50325|Limón Tahití|0,0
50325|Maíz amarillo tradicional|340,0
50325|Palma de aceite|103841,35
50325|Patilla|5000,0
50325|Plátano consumo interno|19330,0
50325|Yuca consumo en fresco|9040,0
50330|Aguacate demás variedades|3888,0
50330|Cacao|427,41999999999996
50330|Café|1684,9895999999999
50330|Caña panelera|15150,0
50330|Limón Mandarino|2,902352263999994
50330|Limón Tahití|113,034079072
50330|Mandarina Arrayana y/o Oneco|13,686150999999999
50330|Maracuyá|3360,0
50330|Maíz amarillo tecnificado|1762,0
50330|Maíz amarillo tradicional|2142,0
50330|Maíz blanco tecnificado|870,0
50330|Maíz blanco tradicional|427,0
50330|Naranja Valencia|470,19979295999997
50330|Plátano consumo interno|12415,0
50330|Yuca consumo en fresco|3489,0
50350|Arroz secano manual|5001,0
50350|Cacao|127,5
50350|Caña panelera|11390,0
50350|Maíz amarillo tradicional|4261,7
50350|Maíz blanco tradicional|180,0
50350|Plátano consumo interno|19918,5
50350|Yuca consumo en fresco|3829,25
50370|Aguacate demás variedades|4350,0
50370|Arroz secano manual|2825,956
50370|Arveja|317,5971962616823
50370|Cacao|1329,6
50370|Café|380,63
50370|Caña panelera|19112,0
50370|Frijol|209,6923076923077
50370|Limón Tahití|791,64963104
50370|Mandarina demás variedades|66,365376
50370|Maracuyá|2002,0
50370|Maíz amarillo tradicional|12579,5
50370|Maíz blanco tradicional|397,5
50370|Mora|1080,0
50370|Naranja Jaffa|90,167907
50370|Naranja Valencia|2635,0132568
50370|Papaya demás variedades|609,0
50370|Patilla|348,0
50370|Piña demás variedades|1554,0
50370|Plátano consumo interno|106723,0
50370|Uva|56,0
50370|Yuca consumo en fresco|2351,0
50400|Aguacate Papelillo|231,9000000000008
50400|Aguacate demás variedades|70695,9
50400|Arroz secano mecanizado|2230,74
50400|Cacao|1308,85
50400|Café|1142,6375
50400|Frijol|7,6
50400|Guayaba|45750,0
50400|Limón Mandarino|40,8601161936
50400|Limón Pajarito|48,060116193599995
50400|Limón Tahití|1210,41085423
50400|Limón demás variedades|47,203427723000004
50400|Mandarina Arrayana y/o Oneco|182,9004874
50400|Mandarina demás variedades|1482,00387315
50400|Maíz amarillo tecnificado|3105,4
50400|Maíz amarillo tradicional|283,07
50400|Maíz blanco tecnificado|298,29999999999995
50400|Maíz blanco tradicional|12,0
50400|Naranja Jaffa|1107,40271124
50400|Naranja Valencia|55651,818264
50400|Papaya demás variedades|1160,0
50400|Plátano consumo interno|2340,0
50400|Soya|1340,75
50400|Tomate|536,5
50400|Yuca consumo en fresco|2464,2
50450|Ahuyama|2340,0
50450|Arroz secano mecanizado|10418,75
50450|Cacao|1019,72
50450|Maracuyá|2550,0
50450|Maíz amarillo tecnificado|3307,0
50450|Maíz amarillo tradicional|958,7966101694917
50450|Maíz blanco tecnificado|15,0
50450|Maíz blanco tradicional|16,0
50450|Melón|20,25
50450|Palma de aceite|125745,9744
50450|Patilla|2250,0
50450|Piña demás variedades|31438,5
50450|Plátano consumo interno|53541,0
50450|Soya|80,0
50450|Yuca consumo en fresco|5076,0
50568|Arroz secano mecanizado|65407,64
50568|Cacao|343,79999999999995
50568|Caña panelera|7865,0
50568|Maíz amarillo tecnificado|490802,0
50568|Maíz amarillo tradicional|2892,0
50568|Maíz blanco tecnificado|60637,0
50568|Palma de aceite|353880,0
50568|Plátano consumo interno|4641,0
50568|Soya|410020,0
50568|Yuca consumo en fresco|5180,0
50573|Algodón|800,0
50573|Arroz riego|120034,78
50573|Arroz secano mecanizado|187548,25
50573|Cacao|236,6
50573|Caña de azúcar|2076600,0
50573|Limón Mandarino|84,10481943
50573|Limón Pajarito|67,283855544
50573|Limón Tahití|5108,1296483999995
50573|Limón demás variedades|672,1578332
50573|Mandarina Arrayana y/o Oneco|109,28190866
50573|Mandarina demás variedades|702,1185555
50573|Maíz amarillo tecnificado|131398,5
50573|Maíz amarillo tradicional|1084,0
50573|Maíz blanco tecnificado|18502,32
50573|Maíz blanco tradicional|68,0
50573|Naranja Jaffa|336,0385554
50573|Naranja Valencia|2420,0
50573|Palma de aceite|34555,5
50573|Papaya Hawaiana, Maradol, Melona, redonda y/o Tainung|13920,0
50573|Papaya demás variedades|3900,0
50573|Patilla|16572,0
50573|Piña Cayena, Gold, Manzana y/o Perolera|73600,0
50573|Piña demás variedades|11050,0
50573|Plátano consumo interno|17862,0
50573|Soya|107960,7
50573|Yuca consumo en fresco|7335,0
50577|Aguacate demás variedades|159,6
50577|Ahuyama|1673,0
50577|Arroz secano mecanizado|39781,2
50577|Cacao|372,6
50577|Caña panelera|11725,0
50577|Limón Mandarino|1,2765289690000001
50577|Limón Pajarito|0,846528969
50577|Limón Tahití|298,89215140199997
50577|Limón demás variedades|20,177521494
50577|Mandarina Arrayana y/o Oneco|1,2363057
50577|Mandarina demás variedades|9,014113590000001
50577|Maracuyá|33500,0
50577|Maíz amarillo tecnificado|9495,0
50577|Maíz amarillo tradicional|1081,8883050847458
50577|Maíz blanco tecnificado|702,068
50577|Maíz blanco tradicional|4,04277966101695
50577|Naranja Jaffa|9,91552493800002
50577|Naranja Valencia|285,911772234
50577|Palma de aceite|57558,6
50577|Papaya demás variedades|4445,0
50577|Patilla|19320,0
50577|Piña demás variedades|5800,0
50577|Plátano consumo interno|66300,0
50577|Yuca consumo en fresco|49590,0
50590|Ahuyama|444,0
50590|Arroz secano mecanizado|24167,82
50590|Cacao|370,45
50590|Caña panelera|48960,0
50590|Chontaduro|9090,0
50590|Maracuyá|2655,0
50590|Maíz amarillo tecnificado|1569,0
50590|Maíz amarillo tradicional|717,0
50590|Maíz blanco tecnificado|23,5
50590|Maíz blanco tradicional|41,0
50590|Palma de aceite|179651,03999999998
50590|Patilla|14078,0
50590|Piña Cayena, Gold, Manzana y/o Perolera|13515,74
50590|Piña demás variedades|129384,0
50590|Plátano consumo interno|49125,0
50590|Yuca consumo en fresco|15172,0
50606|Achira|75,0
50606|Aguacate demás variedades|95,0
50606|Arroz secano mecanizado|22356,4
50606|Banano consumo interno|528,0
50606|Cacao|51,0
50606|Café|21,1976
50606|Caña panelera|2700,0
50606|Cúrcuma o azafrán|7,32
50606|Limón Mandarino|10,881995148
50606|Limón Tahití|810,41372328
50606|Mandarina Arrayana y/o Oneco|298,97986066500005
50606|Mandarina demás variedades|210,0
50606|Mangostino|1380,0
50606|Maracuyá|288,0
50606|Marañón|0,0
