Código Dane municipio|Desagregación cultivo|Producción (t)
05001|Aguacate Hass|257,0
05001|Aguacate demás variedades|129,36
05001|Ahuyama|5,4
05001|Ajo|88,0
05001|Ají|38,989999999999995
05001|Apio|844,44
05001|Arveja|0,6799999999999999
05001|Brevo|224,0
05001|Brócoli|1096,0
05001|Café|755,9406
05001|Caña panelera|13014,0
05001|Cebolla de bulbo|140,0
05001|Cebolla de rama|7020,6
05001|Cilantro|529,58
05001|Col|150,01999999999998
05001|Coliflor|350,0
05001|Espinaca|360,0
05001|Fresa|623,0
05001|Frijol|201,29
05001|Guayaba|12,0
05001|Haba|9,159292035398227
05001|Habichuela|63,0
05001|Lechuga|1012,65
05001|Limón Tahití|100,0
05001|Mandarina Arrayana y/o Oneco|225,0
05001|Mango demás variedades|114,0
05001|Mora|2240,0
05001|Naranja Valencia|217,7
05001|Otras hortalizas|1316,11
05001|Papa todas las variedades|3662,44
05001|Pepino cohombro|150,0
05001|Perejil|57,4
05001|Pimentón|267,15
05001|Plátano consumo interno|2284,56
05001|Remolacha|228,0
05001|Repollo|453,0
05001|Rábano|23,0
05001|Tomate de árbol|808,0
05001|Tomate invernadero|12530,4
05001|Yuca consumo en fresco|273,35
05001|Zanahoria|182,25
05002|Aguacate Hass|105849,0
05002|Banano consumo interno|1605,0
05002|Cacao|6,5
05002|Café|11044,9131
05002|Caña panelera|31234,5
05002|Frijol|877,5
05002|Limón Tahití|1520,0
05002|Mango demás variedades|360,0
05002|Maíz amarillo tradicional|458,0
05002|Maíz blanco tradicional|528,0
05002|Mora|152,0
05002|Papa todas las variedades|5150,0
05002|Plátano consumo interno|27510,75
05002|Tomate de árbol|400,0
05004|Aguacate Hass|2750,0
05004|Arveja|4,6
05004|Café|430,14599999999996
05004|Caña panelera|14985,6
05004|Cebolla de bulbo|4,13
05004|Cebolla de rama|17,85
05004|Cilantro|13,100000000000001
05004|Frijol|347,2
05004|Granadilla|103,0
05004|Gulupa o cholupa|410,0
05004|Habichuela|29,8
05004|Lechuga|19,79
05004|Lulo|138,75
05004|Maíz amarillo tradicional|71,0
05004|Maíz blanco tradicional|25,0
05004|Papa criolla|32,964999999999996
05004|Papa todas las variedades|28,09
05004|Pepino cohombro|4,4
05004|Plátano consumo interno|52,0
05004|Repollo|58,4
05004|Tomate de árbol|1695,0
05004|Tomate invernadero|2997,5
05004|Yuca consumo en fresco|26,45
05004|Zanahoria|17,16
05021|Café|1657,9228
05021|Caña panelera|38500,0
05021|Cebolla de rama|120,0
05021|Fique|12,0
05021|Frijol|160,5
05021|Maíz amarillo tradicional|54,111864406779624
05021|Plátano consumo interno|804,0
05021|Tomate|79,0
05021|Yuca consumo en fresco|384,0
05030|Aguacate Hass|1105,0
05030|Aguacate demás variedades|170,0
05030|Arroz secano manual|0,8925
05030|Banano consumo interno|390,0
05030|Café|1823,4656
05030|Caña panelera|3795,0
05030|Cebolla de rama|20,6
05030|Frijol|21,6
05030|Gulupa o cholupa|0,0
05030|Lechuga|59,8
05030|Maíz amarillo tradicional|65,27288135593221
05030|Maíz blanco tradicional|12,92033898305085
05030|Piña Cayena, Gold, Manzana y/o Perolera|0,0
05030|Plantas aromáticas|16,5
05030|Plátano consumo interno|1318,4
05030|Tomate|1086,54
05030|Tomate invernadero|44,1
05030|Uchuva|1,2
05030|Yuca consumo en fresco|631,5
05031|Aguacate demás variedades|1245,0
05031|Cacao|2148,0
05031|Café|3320,6901
05031|Caña panelera|91400,0
05031|Fique|3871,9
05031|Frijol|613,8
05031|Lulo|20,0
05031|Maíz amarillo tradicional|396,0
05031|Plátano consumo interno|4068,0
05031|Yuca consumo en fresco|4188,0
05034|Aguacate Hass|87,5
05034|Banano consumo interno|8121,014999999999
05034|Café|19409,4144
05034|Caña panelera|30850,0
05034|Cebolla de rama|147,0
05034|Frijol|275,2794405594406
05034|Habichuela|58,5
05034|Maíz amarillo tradicional|268,8183050847458
05034|Maíz blanco tradicional|201,8840677966102
05034|Pepino cohombro|360,0
05034|Pimentón|212,5
05034|Plátano consumo interno|15396,505
05034|Tomate|2173,94
05034|Tomate de árbol|540,0
05034|Yuca consumo en fresco|1844,0
05036|Aguacate demás variedades|223,88
05036|Banano consumo interno|76,8
05036|Café|539,1205
05036|Caña panelera|10661,3
05036|Frijol|93,3218181818182
05036|Mandarina Arrayana y/o Oneco|467,20000000000005
05036|Maíz amarillo tradicional|75,53389830508478
05036|Maíz blanco tradicional|33,95084745762712
05036|Plátano consumo interno|7167,67
05036|Tomate invernadero|596,9
05036|Yuca consumo en fresco|1017,0
05038|Aguacate Hass|2269,5
05038|Aguacate demás variedades|268,8
05038|Café|1364,1364
05038|Caña panelera|260150,0
05038|Frijol|1108,0
05038|Maíz amarillo tradicional|571,0
05038|Maíz blanco tradicional|466,5
05038|Plátano consumo interno|4735,0
05038|Tomate invernadero|1519,0
05040|Aguacate Papelillo|10,2
05040|Cacao|444,0
05040|Café|674,1842
05040|Caña panelera|126070,0
05040|Frijol|101,67
05040|Maíz amarillo tradicional|114,48
05040|Maíz blanco tradicional|20,6
05040|Plátano consumo interno|984,0
05040|Yuca consumo en fresco|3816,0
05042|Aguacate demás variedades|297,9
05042|Cacao|6,6
05042|Café|5324,4774
05042|Caña panelera|1040,0
05042|Frijol|147,0
05042|Limón Tahití|96,0
05042|Lulo|144,0
05042|Mamoncillo|10,5
05042|Mango demás variedades|45,0
05042|Maracuyá|60,0
05042|Maíz amarillo tradicional|107,16
05042|Moringa|148,0
05042|Papaya demás variedades|57,5
05042|Plantas aromáticas|30,0
05042|Plátano consumo interno|352,0
05042|Tamarindo|14,5
05042|Tomate invernadero|265,0
05044|Aguacate Hass|1183,396
05044|Aguacate Papelillo|96,83
05044|Café|4929,7275
05044|Caña miel|784,0
05044|Frijol|176,5
05044|Guanábana|1521,915
05044|Limón Tahití|278,97
05044|Lulo|51,0
05044|Mango Kent, Keitt, Hilacha o Nam Doc|16571,52
05044|Maracuyá|30,0
05044|Maíz amarillo tradicional|187,5
05044|Maíz blanco tradicional|154,0
05044|Naranja Valencia|358,0
05044|Plátano consumo interno|1566,0
05044|Yuca consumo en fresco|120,0
05045|Aguacate demás variedades|3150,0
05045|Arroz secano manual|8965,528
05045|Arroz secano mecanizado|942,48
05045|Banano consumo interno|4284,0
05045|Banano de exportación|1283807,0
05045|Cacao|2802,0
05045|Limón Tahití|0,0
05045|Maracuyá|924,0
05045|Maíz amarillo tradicional|3275,5
05045|Maíz blanco tradicional|4363,5
05045|Plátano consumo interno|38208,0
05045|Yuca consumo en fresco|19657,0
05051|Arroz secano manual|8777,4
05051|Cacao|534,3199999999999
05051|Coco|2390,5
05051|Maracuyá|4158,0
05051|Maíz amarillo tradicional|6895,0
05051|Maíz blanco tradicional|1725,0
05051|Plátano consumo interno|67150,0
05051|Yuca consumo en fresco|21335,0
05051|Ñame demás variedades|13776,0
05055|Aguacate Hass|173,16
05055|Aguacate demás variedades|790,72
05055|Cacao|134,19
05055|Café|3775,7378
05055|Caña panelera|13725,0
05055|Frijol|336,90000000000003
05055|Maíz amarillo tradicional|247,1
05055|Maíz blanco tradicional|179,2262711864407
05055|Plátano consumo interno|1278,0
05055|Tomate invernadero|10,559999999999999
05055|Yuca consumo en fresco|661,5
05059|Aguacate demás variedades|79,0
05059|Banano consumo interno|50,5
05059|Café|1347,7604000000001
05059|Frijol|9,91608391608392
05059|Habichuela|5,0
05059|Limón Tahití|252,04000000000002
05059|Mandarina Arrayana y/o Oneco|32,4
05059|Maracuyá|68,5
05059|Maíz amarillo tradicional|29,19491525423729
05059|Plátano consumo interno|492,15
05079|Aguacate Hass|116,49000000000001
05079|Café|2255,0685
05079|Caña panelera|115130,0
05079|Cebolla de rama|4826,0
05079|Fique|140,475
05079|Frijol|2398,0
05079|Maíz amarillo tradicional|90,38
05079|Maíz blanco tradicional|66,71101694915251
05079|Mora|789,0
05079|Naranja Valencia|448,0
05079|Papa todas las variedades|841,36
05079|Piña demás variedades|861,0
05079|Plátano consumo interno|1796,0
05079|Tomate|4640,0
05086|Aguacate demás variedades|565,3439999999999
05086|Arveja|90,88037383177571
05086|Fresa|510,0
05086|Frijol|689,9020979020979
05086|Maíz amarillo tradicional|138,0
05086|Maíz blanco tradicional|70,3
05086|Mora|106,975
05086|Otras hortalizas|150,0
05086|Papa criolla|2340,0
05086|Papa todas las variedades|18880,0
05086|Uchuva|373,94
05088|Aguacate Hass|254,39999999999998
05088|Café|326,9409
05088|Cebolla de rama|305,38
05088|Frijol|14,0372027972028
05088|Papa todas las variedades|23088,0
05088|Plátano consumo interno|95,8
05088|Tomate|318,32
05088|Tomate de árbol|88,0
05091|Aguacate demás variedades|311,93600000000004
05091|Banano consumo interno|358,87
05091|Café|19809,582300000002
05091|Caña panelera|1784,4
05091|Cilantro|8,0
05091|Frijol|146,02
05091|Lechuga|13,0
05091|Lima|0,802
05091|Limón Mandarino|84,976
05091|Limón Tahití|160,0
05091|Lulo|0,0
05091|Mandarina demás variedades|1,82
05091|Maracuyá|450,0
05091|Maíz amarillo tradicional|392,7
05091|Naranja demás variedades|27,42
05091|Pepino cohombro|438,6
05091|Pimentón|523,8
05091|Plátano consumo interno|2753,56
05091|Tomate|1442,0
05091|Tomate invernadero|62,0
05091|Yuca consumo en fresco|363,0
05093|Aguacate Hass|3328,0
05093|Banano consumo interno|810,0
05093|Cacao|6,0
05093|Café|11697,41
05093|Caña panelera|16200,0
05093|Fique|25,0
05093|Frijol|74,2
05093|Granadilla|192,0
05093|Limón Tahití|444,0
05093|Mandarina Arrayana y/o Oneco|568,41
05093|Mandarina demás variedades|839,74
05093|Mango Kent, Keitt, Hilacha o Nam Doc|18300,0
05093|Maíz amarillo tradicional|202,5
05093|Naranja Valencia|11700,0
05093|Papa criolla|22,0
05093|Papa todas las variedades|100,0
05093|Plátano consumo interno|2920,0
05093|Yuca consumo en fresco|90,0
05101|Banano consumo interno|360,0
05101|Cacao|0,0
05101|Café|22143,4656
05101|Caña panelera|9100,0
05101|Limón demás variedades|3376,5
05101|Plátano consumo interno|7155,200000000001
05101|Yuca consumo en fresco|1116,0
05107|Aguacate Papelillo|1140,0
05107|Arroz secano manual|184,80700000000002
05107|Cacao|524,49
05107|Café|1397,5042
05107|Caña panelera|12425,0
05107|Frijol|130,4
05107|Limón Tahití|147,0
05107|Maracuyá|36,0
05107|Maíz amarillo tradicional|122,6
05107|Maíz blanco tradicional|12,65
05107|Plátano consumo interno|382,5
05107|Yuca consumo en fresco|111,0
05113|Aguacate demás variedades|948,0
05113|Cacao|2,7
05113|Café|2170,23
05113|Caña panelera|3360,0
05113|Cebolla de rama|34,0
05113|Cilantro|28,8
05113|Frijol|782,0
05113|Lulo|9,0
05113|Maíz amarillo tradicional|203,0
05113|Otras hortalizas|52,0
05113|Plátano consumo interno|600,0
05113|Tomate de árbol|6,0
05113|Tomate invernadero|52,2
05120|Arroz secano manual|4104,0
05120|Arroz secano mecanizado|9094,145
05120|Cacao|2369,6
05120|Limón demás variedades|7,52
05120|Maíz amarillo tecnificado|1722,5
05120|Maíz amarillo tradicional|2911,5
05120|Maíz blanco tradicional|1453,5
05120|Plátano consumo interno|12048,0
05120|Yuca consumo en fresco|40211,0
05120|Ñame demás variedades|16366,0
05125|Aguacate Hass|4275,54
05125|Aguacate demás variedades|311,22
05125|Arracacha|35,0
05125|Banano consumo interno|13,0
05125|Café|5760,4512
05125|Caña panelera|390,0
05125|Frijol|154,25
05125|Granadilla|64,8
05125|Gulupa o cholupa|10,8
05125|Limón Tahití|256,0
05125|Lulo|337,5
05125|Mango Kent, Keitt, Hilacha o Nam Doc|279,0
05125|Mango demás variedades|313,2
05125|Maracuyá|350,7
05125|Maíz amarillo tradicional|183,67000000000002
05125|Maíz blanco tradicional|93,66
05125|Piña Cayena, Gold, Manzana y/o Perolera|1,2
05125|Plátano consumo interno|174,0
05125|Sábila|60,0
05125|Tomate|25,8
05125|Tomate de árbol|33,0
05125|Tomate invernadero|174,0
05125|Yuca consumo en fresco|788,0
05129|Aguacate Hass|0,0
05129|Aguacate demás variedades|97,5
05129|Arveja|1,4018691588785
05129|Brócoli|5,5
05129|Café|223,0099
05129|Cebolla de rama|83,0
05129|Cilantro|33,7
05129|Frijol|28,4537062937063
05129|Lechuga|31,5
05129|Maíz amarillo tradicional|11,82881355932204
05129|Pimentón|5,5
05129|Plátano consumo interno|475,2
05134|Cacao|20,48
05134|Café|510,3202
05134|Caña panelera|485794,0
05134|Frijol|30,1
05134|Maíz amarillo tradicional|18,0
05134|Maíz blanco tradicional|5,4
05134|Tomate|60,0
05134|Tomate invernadero|1800,0
05138|Aguacate demás variedades|199,9
05138|Banano consumo interno|13252,5
05138|Cacao|240,79999999999998
05138|Café|5693,2161
05138|Caña panelera|21668,800000000003
05138|Frijol|547,6
05138|Limón demás variedades|1280,0
05138|Maíz amarillo tradicional|872,1
05138|Plátano consumo interno|2876,45
05138|Sacha inchi|24,0
05142|Aguacate demás variedades|285,325
05142|Cacao|711,5
05142|Café|53,0156
05142|Caña panelera|2840,0
05142|Frijol|16,85
05142|Guanábana|592,5
05142|Maíz amarillo tradicional|39,980000000000004
05142|Maíz blanco tradicional|34,0
05142|Naranja demás variedades|234,0
05142|Plátano consumo interno|985,0
05142|Tomate|125,24
05142|Yuca consumo en fresco|164,7
05142|Zapote|43,5
05145|Aguacate Hass|3380,0
05145|Aguacate demás variedades|733,0
05145|Banano consumo interno|4248,8
05145|Café|1866,1768000000002
05145|Cardamomo|938,0
05145|Caña miel|6624,0
05145|Caña panelera|20735,0
05145|Frijol|235,56
05145|Maíz amarillo tradicional|138,4372881355932
05145|Maíz blanco tradicional|158,64067796610172
05145|Naranja Valencia|606,0
05145|Plátano consumo interno|5355,0
05145|Tomate|210,0
05145|Yuca consumo en fresco|258,0
05147|Aguacate demás variedades|874,1
05147|Arroz secano manual|522,41
05147|Banano consumo interno|4625,0
05147|Banano de exportación|1138604,31456
05147|Cacao|1294,9
05147|Limón Tahití|0,0
05147|Maracuyá|5632,0
05147|Maíz amarillo tradicional|594,5
05147|Maíz blanco tradicional|385,5
05147|Palma de aceite|1345,4
05147|Plátano de exportación|16376,0
05147|Yuca consumo en fresco|825,0
05148|Aguacate Hass|1626,0659999999998
05148|Aguacate Papelillo|182,0
05148|Aguacate demás variedades|7464,075
05148|Arracacha|1731,0
05148|Arveja|1429,0373831775696
05148|Banano consumo interno|496,96000000000004
05148|Cacao|2,74
05148|Café|401,356
05148|Caña panelera|18150,0
05148|Fresa|22081,25
05148|Frijol|4003,0
05148|Granadilla|196,0
05148|Guayaba|41,894999999999996
05148|Gulupa o cholupa|912,0
05148|Habichuela|1170,0
05148|Lechuga|5701,0
05148|Limón Mandarino|2700,0
05148|Limón Tahití|306,0
05148|Maíz amarillo tradicional|1116,050847457627
05148|Maíz blanco tradicional|1060,4661016949153
05148|Otras hortalizas|32190,0
05148|Papa criolla|18628,0
05148|Papa todas las variedades|23788,0
05148|Pimentón|1816,0
05148|Remolacha|616,0
05148|Repollo|13750,0
05148|Tomate de árbol|1640,0
05148|Tomate invernadero|6585,0
05148|Yuca consumo en fresco|5692,0
05148|Zanahoria|16960,0
05150|Aguacate Hass|0,0
05150|Aguacate demás variedades|170,188
05150|Café|25,0701
05150|Frijol|115,0
05150|Gulupa o cholupa|1110,0
05150|Lechuga|48,0
05150|Lulo|546,88
05150|Tomate invernadero|3612,0
05154|Arroz secano manual|1757,4
05154|Arroz secano mecanizado|18926,5
05154|Cacao|109,82000000000001
05154|Limón Tahití|570,0
05154|Maíz amarillo tradicional|973,7057627118638
05154|Maíz blanco tradicional|267,0
05154|Otras hortalizas|338,0
05154|Patilla|821,0
05154|Plátano consumo interno|1190,0
05154|Yuca consumo en fresco|14880,0
05172|Aguacate demás variedades|24,0
05172|Arroz secano manual|1207,0
05172|Arroz secano mecanizado|14712,4
05172|Banano consumo interno|511,86
05172|Banano de exportación|388593,0
05172|Cacao|1447,355
05172|Coco|120,0
05172|Limón Tahití|2479,84
05172|Mango demás variedades|9,0
05172|Maracuyá|55253,0
05172|Maíz amarillo tradicional|630,8
05172|Maíz blanco tradicional|405,6
05172|Palma de aceite|38508,51
05172|Papaya demás variedades|0,0
05172|Piña demás variedades|69500,2
05172|Plátano consumo interno|996,0
05172|Plátano de exportación|8879,36
05172|Yuca consumo en fresco|4080,0
05190|Cacao|8,0
05190|Café|249,6208
05190|Caña panelera|27100,0
05190|Frijol|199,5
05190|Guanábana|73,0
05190|Maíz amarillo tradicional|162,0
05190|Maíz blanco tradicional|37,9
05190|Naranja Valencia|330,0
05190|Plátano consumo interno|1590,0
05190|Yuca consumo en fresco|336,0
05197|Aguacate Hass|4,1015
05197|Arroz secano manual|8,568
05197|Arveja|1,774579439252336
05197|Banano consumo interno|10,8
05197|Cacao|143,47
05197|Café|1062,2996
05197|Caña panelera|92412,8
05197|Frijol|166,48000000000002
05197|Guayaba|1593,0
05197|Gulupa o cholupa|80,0
05197|Limón Mandarino|2521,6
05197|Limón Tahití|539,0
05197|Mandarina Arrayana y/o Oneco|576,0
05197|Maíz amarillo tradicional|84,2
05197|Maíz blanco tradicional|99,8
05197|Naranja Valencia|377,2
05197|Pepino cohombro|1557,0
05197|Plátano consumo interno|9269,0
05197|Tomate de árbol|19,0
05197|Tomate invernadero|180,0
05197|Uchuva|15,0
05197|Yuca consumo en fresco|1848,0
05206|Aguacate demás variedades|45,0
05206|Café|236,0903
05206|Caña panelera|8610,0
05206|Fique|28,95
05206|Frijol|1156,5
05206|Lulo|1160,04
05206|Papa todas las variedades|3187,0
05206|Tomate de árbol|6136,0
05206|Tomate invernadero|775,0
05209|Aguacate Hass|4360,2
05209|Aguacate demás variedades|394,2955
05209|Banano consumo interno|2080,0
05209|Cacao|17,16
05209|Café|17946,98
05209|Caña panelera|21350,0
05209|Frijol|134,0
05209|Limón Tahití|195,0
05209|Lulo|616,0
05209|Mandarina Arrayana y/o Oneco|598,0
05209|Maracuyá|140,0
05209|Maíz amarillo tradicional|1565,0
05209|Maíz blanco tradicional|385,0
05209|Naranja Valencia|2323,17
05209|Plátano consumo interno|11320,0
05209|Tomate|20700,0
05209|Tomate de árbol|100,0
05209|Yuca consumo en fresco|0,0
05212|Aguacate Hass|85,248
05212|Café|194,958
05212|Caña panelera|2121,6
05212|Cebolla de rama|5625,0
05212|Naranja demás variedades|271,8
05212|Plátano consumo interno|100,08
05234|Aguacate demás variedades|1693,0
05234|Ahuyama|759,7
05234|Ají|294,4
05234|Banano consumo interno|5246,4
05234|Cacao|362,61
05234|Café|5987,838400000001
05234|Caña panelera|20887,29
05234|Cebolla de rama|908,4
05234|Frijol|2841,3
05234|Granadilla|97,525
05234|Guanábana|320,0
05234|Limón Tahití|2371,3999999999996
05234|Lulo|399,35
05234|Maracuyá|4681,63
05234|Maíz amarillo tradicional|1417,2
05234|Maíz blanco tradicional|1168,2
05234|Naranja Valencia|214,965
05234|Otras hortalizas|1914,0
05234|Papaya demás variedades|2272,362
05234|Pepino cohombro|2354,0
05234|Pitahaya|3,8
05234|Plátano consumo interno|4020,0
05234|Sacha inchi|19,98
05234|Tomate|389,8
05234|Yuca consumo en fresco|14830,0
05237|Aguacate demás variedades|69,86
05237|Arveja|3,381308411214953
05237|Arándano|0,0
05237|Café|407,8576
05237|Caña panelera|8571,0
05237|Cebolla de rama|644,0
05237|Cilantro|51,25
05237|Fique|9,5
05237|Frijol|36,96
05237|Granadilla|12,0
05237|Lulo|28,0
05237|Maíz amarillo tradicional|12,25
05237|Maíz blanco tradicional|20,31
05237|Mora|47,0
05237|Papa criolla|31,3
05237|Papa todas las variedades|7080,5
05237|Plátano consumo interno|25,15
05237|Tomate|1053,0
05237|Tomate de árbol|20646,05
05237|Tomate invernadero|5302,0
05237|Yuca consumo en fresco|288,0
05240|Aguacate Hass|268,5
05240|Aguacate Papelillo|181,5
05240|Cacao|62,0
05240|Café|5432,1636
05240|Caña panelera|101400,0
05240|Frijol|231,06
05240|Limón Tahití|96,0
05240|Maracuyá|630,0
05240|Maíz amarillo tradicional|293,0
05240|Maíz blanco tecnificado|3,0
05240|Plátano consumo interno|22515,0
05240|Tomate|330,0
05240|Tomate invernadero|763,0
05240|Yuca consumo en fresco|426,1
05250|Arroz secano manual|4562,9
05250|Arroz secano mecanizado|5573,0
05250|Cacao|421,6
05250|Coco|0,0
05250|Maíz amarillo tradicional|1160,5
05250|Maíz blanco tradicional|427,0
05250|Naranja Valencia|219,5
05250|Plátano consumo interno|3916,16
05250|Yuca consumo en fresco|16016,05
05250|Ñame demás variedades|660,0
05264|Aguacate Hass|1998,0
05264|Arándano|0,0
05264|Fresa|37,0
05264|Frijol|93,48951048951051
05264|Gulupa o cholupa|282,0
05264|Maíz amarillo tradicional|30,45
05264|Maíz blanco tradicional|34,55
05264|Mora|28,5
05264|Papa todas las variedades|76400,0
05264|Pimentón|38,1
05264|Tomate de árbol|28014,84
05264|Tomate invernadero|1440,0
05264|Uchuva|89,04
05264|Zanahoria|10920,0
05266|Agraz - mortiño|0,0
05266|Aguacate Hass|137,6141
05266|Arveja|0,14018691588785
05266|Arándano|9,8
05266|Brócoli|299,15
05266|Café|18,5548
05266|Calabacín, calabaza|30,0
05266|Cebolla de rama|2,5
05266|Fresa|595,0
05266|Frijol|0,433566433566434
05266|Lechuga|204,85
05266|Mora|536,55
05266|Naranja demás variedades|0,0
05266|Papa todas las variedades|1344,01
05266|Pimentón|9,0
05266|Plantas aromáticas|5,996
05266|Tomate de árbol|805,8
05266|Tomate invernadero|1312,0
05266|Uchuva|24,122
05266|Zanahoria|1031,0
05282|Aguacate Hass|900,0
05282|Aguacate Papelillo|132,0
05282|Café|6797,857599999999
05282|Caña panelera|17400,0
05282|Cebolla de rama|135,0
05282|Cilantro|26,0
05282|Frijol|107,6923076923078
05282|Limón Tahití|4100,0
05282|Mandarina Arrayana y/o Oneco|5820,0
05282|Maíz amarillo tradicional|35,36440677966099
05282|Maíz blanco tradicional|28,06779661016949
05282|Naranja Valencia|55800,0
05282|Piña demás variedades|634,0
05282|Plátano consumo interno|12188,0
05282|Tangelo|5460,0
05282|Tomate invernadero|10195,0
05282|Yuca consumo en fresco|640,0
05284|Aguacate Hass|32,0
05284|Aguacate demás variedades|652,6949999999999
05284|Ají|28,27
05284|Arroz secano manual|370,97540000000004
05284|Banano consumo interno|245,614
05284|Cacao|248,23649999999998
05284|Café|2013,1176
05284|Caña panelera|289763,07
05284|Frijol|234,16
05284|Limón Pajarito|27,909
05284|Limón Tahití|1526,17
05284|Lulo|1502,6175999999998
05284|Maracuyá|585,29
05284|Maíz amarillo tradicional|155,51
05284|Maíz blanco tradicional|154,13
05284|Naranja Valencia|306,06
05284|Piña demás variedades|40,0092
05284|Plátano consumo interno|1188,7196
05284|Tomate de árbol|21,9782
05284|Yuca consumo en fresco|308,25
05306|Aguacate Hass|8,0
05306|Aguacate Papelillo|4,0
05306|Aguacate demás variedades|80,0
05306|Banano consumo interno|316,0
05306|Café|1532,3614
05306|Caña panelera|2865,0
05306|Cebolla de rama|2146,0
05306|Cilantro|161,8
05306|Fique|19,0
05306|Frijol|25,85
05306|Granadilla|48,0
05306|Limón Mandarino|15,0
05306|Limón Tahití|24,0
05306|Limón demás variedades|88,0
05306|Lulo|2,8
05306|Maíz amarillo tradicional|5,6059322033898304
05306|Maíz blanco tradicional|0,86135593220339
05306|Mora|3,25
05306|Papa todas las variedades|95,0
05306|Plátano consumo interno|216,0
05306|Tomate|35,0
05306|Tomate de árbol|72,0
05308|Aguacate Hass|160,98
05308|Aguacate demás variedades|31,25
05308|Arveja|40,11682242990654
05308|Banano consumo interno|167,54000000000002
05308|Café|712,9110000000001
05308|Caña panelera|62559,2
05308|Cebolla de rama|3743,12
05308|Fique|68,06
05308|Frijol|44,81818181818182
05308|Limonaria|0,4864
05308|Maíz amarillo tradicional|25,063644067796602
05308|Maíz blanco tradicional|37,92542372881357
05308|Mora|183,6
05308|Naranja demás variedades|900,0
05308|Papa criolla|276,6
05308|Papa todas las variedades|442,8
05308|Plátano consumo interno|1371,2565
05308|Romero|0,15439999999999998
05308|Tomate invernadero|6822,97
05310|Aguacate demás variedades|0,0
05310|Café|1280,03
05310|Caña panelera|34452,0
05310|Fique|82,0
05310|Frijol|145,0
05310|Gulupa o cholupa|15,0
05310|Maíz amarillo tradicional|57,0
05310|Maíz blanco tradicional|27,0
05310|Plátano consumo interno|15748,9
05310|Tomate invernadero|225,4
05310|Yuca consumo en fresco|958,0
05313|Aguacate Hass|5382,0
05313|Aguacate Papelillo|108,0
05313|Aguacate demás variedades|49,0
05313|Arroz secano manual|6,0
05313|Arroz secano mecanizado|2,38
05313|Arveja|10,21654205607475
05313|Cacao|13,75
05313|Café|629,4261
05313|Caña panelera|44094,0
05313|Fresa|12,0
05313|Frijol|148,9613986013986
05313|Granadilla|172,0
05313|Gulupa o cholupa|178,002
05313|Habichuela|8,100000000000001
05313|Lechuga|230,76
05313|Limón Tahití|9,588
05313|Lulo|28,6
05313|Maíz amarillo tradicional|4,092338983050847
05313|Maíz blanco tradicional|6,1135593220339
05313|Mora|954,0
05313|Papa criolla|90,0
05313|Papa todas las variedades|569,25
05313|Pepino cohombro|31,16
05313|Plantas aromáticas|15,5
05313|Plátano consumo interno|131,4
05313|Repollo|75,73
05313|Sábila|9,612
05313|Tomate|478,5
05313|Tomate de árbol|95,743
05313|Uchuva|104,99000000000001
05313|Yuca consumo en fresco|112,0
05313|Zanahoria|213,2
05315|Banano consumo interno|0,0
05315|Cacao|174,7
05315|Café|1645,6315
05315|Caña panelera|30513,0
05315|Cebolla de rama|280,0
05315|Cilantro|43,0
05315|Frijol|82,35
05315|Lulo|52,0
05315|Maíz amarillo tradicional|106,9
05315|Maíz blanco tradicional|191,7
05315|Plátano consumo interno|75,0
05315|Stevia|16,8
05315|Tomate|246,0
05315|Yuca consumo en fresco|274,0
05318|Aguacate Hass|2562,83653
05318|Aguacate demás variedades|110,5704
05318|Cilantro|627,0
05318|Fique|3,0
05318|Fresa|1401,98
05318|Frijol|123,02643356643361
05318|Gulupa o cholupa|233,95999999999998
05318|Lechuga|3420,0
05318|Mora|1117,2
05318|Papa todas las variedades|1108,0
05318|Tomate invernadero|32840,0
05321|Aguacate Hass|684,79
05321|Café|19,7877
05321|Frijol|101,45
05321|Gulupa o cholupa|60,5
05321|Tomate de árbol|92,0
05321|Tomate invernadero|2168,45
05347|Aguacate demás variedades|148,2
05347|Ahuyama|42,0
05347|Cacao|1,8
05347|Café|2577,163
05347|Caña panelera|1560,0
05347|Cebolla de rama|124,0
05347|Frijol|35,980000000000004
05347|Lechuga|8,4
05347|Limón Tahití|82,8
05347|Mandarina Arrayana y/o Oneco|0,0
05347|Maracuyá|67,2
05347|Maíz amarillo tradicional|64,27220338983048
05347|Maíz blanco tradicional|58,67796610169492
05347|Naranja demás variedades|186,0
05347|Plátano consumo interno|1401,1
05347|Tomate|100,9
05347|Yuca consumo en fresco|41,5
05353|Aguacate demás variedades|24,5
05353|Banano consumo interno|60,0
05353|Cacao|1,575
05353|Café|3549,8668000000002
05353|Caña panelera|959,0
05353|Frijol|5,5944055944056
05353|Limón Tahití|1219,0
05353|Mandarina Arrayana y/o Oneco|136,5
05353|Maracuyá|78,0
05353|Maíz amarillo tradicional|7,83050847457627
05353|Naranja Valencia|352,5
05353|Plátano consumo interno|3688,8
05360|Aguacate Hass|10,0
05360|Ahuyama|53,25
05360|Café|63,207899999999995
05360|Cebolla de rama|25,2
05360|Cilantro|13,4
05360|Frijol|5,34
05360|Plátano consumo interno|24,0
05360|Tomate|38,2
05360|Tomate invernadero|366,0
05360|Yuca consumo en fresco|293,0
05360|Zanahoria|70,0
05361|Aguacate demás variedades|1184,0
